miner_id,blocks_mined,avg_transactions,avg_volume,avg_fee,fee_volatility,avg_block_size,difficulty,efficiency,profitability,avg_fee_real,fee_volatility_real,profitability_real,last_block_id,last_block_time,age,label
64,8109,1118.0361326920706,10484.221811685607,19903107.900667634,105690400.41213828,639318.4132445431,7822178173574.585,0.10663987778719182,19900653.756660156,32727904.461462572,66479561.76005919,32723868.961528976,810864,2023-10-06 07:51:20+00:00,273.0,0
65,8109,1110.3985694906894,10268.076436927051,18289235.275616847,75693304.49950983,640620.6043901837,7822178173574.585,0.10814085542811683,18286980.12946696,32982813.0623998,69685125.73177215,32978746.13107275,810865,2023-10-06 08:01:13+00:00,593.0,1
66,8109,1110.5836724626959,10256.139359640465,18510622.149198927,53279129.685250394,638761.5384141078,7822178173574.585,0.10828476812950791,18508339.705037497,32925850.46355901,69285409.52121243,32921790.555980273,810866,2023-10-06 08:04:34+00:00,201.0,1
67,8109,1116.9443827845603,10103.860681800983,17929676.34764187,45343090.380526856,640452.5652978172,7822178173574.585,0.11054629690176584,17927465.536748204,32947861.647798743,78091978.31041993,32943799.026140567,810867,2023-10-06 08:17:29+00:00,775.0,1
68,8109,1118.192625477864,10760.263870756733,19165965.686133027,111528856.28919806,639412.8722407202,7822642408130.198,0.10391869929107245,19163602.43512364,33256125.078308053,69402647.35051124,33252024.446362514,810868,2023-10-06 08:19:10+00:00,101.0,0
69,8109,1109.489086200518,10564.352008822001,18256195.37473479,51383555.7437195,635105.057467012,7822642408130.198,0.10502197250469399,18253944.302555412,33468999.38167468,74844246.63180384,33464872.50135635,810869,2023-10-06 08:37:32+00:00,1102.0,0
70,8109,1116.3048464668886,10520.627397910881,18354757.603043057,47347500.309767656,639386.9295844124,7822642408130.198,0.1061062999615832,18352494.37769126,33401032.987668023,71746084.745858,33396914.487916153,810870,2023-10-06 08:43:04+00:00,332.0,0
71,8109,1111.978295720804,9942.03640648932,17817504.323053036,46899156.40975782,638115.6439758294,7822642408130.198,0.11184612993318821,17815307.343481757,33127134.833148353,70751854.76598279,33123050.106288534,810871,2023-10-06 08:44:46+00:00,102.0,1
72,8109,1114.8262424466643,10331.83889525667,18045266.196431246,46812458.51315402,638933.9630040695,7822551277920.393,0.10790201567683864,18043041.13278187,34182471.90085091,117764929.85406505,34178257.046115905,810872,2023-10-06 08:50:25+00:00,339.0,1
73,8109,1114.0908866691332,10551.290352323724,19064839.3885529,83074588.81355985,638724.8780367493,7822551277920.393,0.10558811761100574,19062488.60687737,32698290.500924896,68286845.086453,32694258.652527742,810873,2023-10-06 08:53:04+00:00,159.0,0
74,8109,1118.9963004069552,10066.38529985741,17852980.088392876,42578899.918224946,639184.6951535331,7822551277920.393,0.11116167989543324,17850778.734497882,32997884.26094463,70436366.3402715,32993815.471270036,810874,2023-10-06 09:10:10+00:00,1026.0,1
75,8109,1115.69256381798,10736.98155154627,19199552.760971557,80460406.21544605,640209.0463682328,7822551277920.393,0.10391119314694186,19197185.368522607,33455347.845357012,70893112.17707983,33451222.64833539,810875,2023-10-06 09:11:27+00:00,77.0,0
76,8109,1111.8950548772968,10336.254002854595,18469598.036810603,49557998.152436644,640595.9637439882,7823422609322.415,0.10757234241439052,18467320.651109394,33712668.78357381,76225154.5710752,33708511.85770653,810876,2023-10-06 09:17:19+00:00,352.0,1
77,8109,1119.8559625107905,9977.84562652648,18161125.736201867,50101127.98683646,640469.8911086447,7823422609322.415,0.11223424418729218,18158886.386542656,34336722.509064004,118560113.05934617,34332488.63452528,810877,2023-10-06 09:28:09+00:00,650.0,1
78,8109,1118.7766678998644,10280.36249449497,18584383.164562482,47368111.33225215,639587.969663337,7823422609322.415,0.10882657771054757,18582091.62533134,32783900.042422,68346502.36941229,32779857.637977805,810878,2023-10-06 09:30:38+00:00,149.0,1
79,8109,1124.292021211,10082.871179531263,17421671.17132244,41744567.568306,643213.8124306326,7823422609322.415,0.11150514582525442,17419522.999784667,32863636.693797015,67401015.3508443,32859584.457459927,810879,2023-10-06 09:37:24+00:00,406.0,1
80,8109,1120.2535454433346,9907.652904218801,17901743.834570654,48637417.92328307,636271.1522999137,7823454435208.889,0.11306951871176307,17899536.46788328,32815852.401652485,69065873.69530661,32811806.05733662,810880,2023-10-06 10:05:29+00:00,1685.0,1
81,8109,1112.6749290911332,10063.884926014845,17871510.840144332,48127855.72839606,631406.5884819337,7823454435208.889,0.11056117366910573,17869307.201323103,32521270.484770007,69091390.79560144,32517260.46374846,810881,2023-10-06 10:07:33+00:00,124.0,1
82,8109,1117.3714391416945,10817.065744629854,20065957.70897327,174132010.66247535,633336.132445431,7823454435208.889,0.10329709234653692,20063483.48484146,35085038.901714146,124527325.11872838,35080712.75635018,810882,2023-10-06 10:10:48+00:00,195.0,0
83,8109,1113.9154026390431,10256.972589795094,18047801.29947825,45892534.005113974,637150.8269823652,7823454435208.889,0.10860079744652876,18045575.923239104,33143252.060919967,71544164.91889486,33139165.34673243,810883,2023-10-06 10:22:19+00:00,691.0,1
84,8109,1115.96115427303,9750.966704004548,17345670.974322468,40712681.7809411,637289.8657047725,7823947789864.406,0.11444620704269354,17343532.17395572,35016052.67011962,153017862.13708916,35011735.03107275,810884,2023-10-06 10:37:00+00:00,881.0,1
85,8109,1114.9950672092737,9726.869508221744,17408390.179592885,40055778.088479206,637739.7272166729,7823947789864.406,0.1146304128236425,17406243.645661984,33015987.666173387,69804809.48497348,33011916.644266337,810885,2023-10-06 10:43:52+00:00,412.0,1
86,8109,1118.6865211493403,10251.363739898556,18268648.134665847,51505972.24711064,638966.0524109015,7823947789864.406,0.10912562948042474,18266395.527004357,33028199.427796274,70826079.14461157,33024126.900123306,810886,2023-10-06 10:46:26+00:00,154.0,1
87,8109,1126.7389320508078,10451.75153969292,18564564.51148769,43836281.831721716,638306.6951535331,7823947789864.406,0.10780383821521693,18562275.415986888,33501810.996547047,70398404.30452721,33497680.070406906,810887,2023-10-06 10:56:29+00:00,603.0,1
88,8109,1116.7078554692316,10412.068801531119,18006330.33063,46575307.73015503,633583.7039092367,7823996042510.113,0.10725129431577611,18004110.067950513,34442359.725860156,129812867.37178849,34438112.825770654,810888,2023-10-06 10:59:31+00:00,182.0,1
89,8109,1127.2472561351585,10287.447939041931,18014189.591323595,42704094.45663155,639689.0103588605,7823996042510.113,0.10957501440731755,18011968.35956141,34304785.8708842,114543292.8191682,34300555.93427867,810889,2023-10-06 11:09:37+00:00,606.0,1
90,8109,1116.2780860771982,10368.700379347141,18939873.30277297,67315574.98792663,636573.8536194352,7823996042510.113,0.10765843791769168,18937537.929985944,33077410.933037367,71915881.27816282,33073332.337361284,810890,2023-10-06 11:12:03+00:00,146.0,1
91,8109,1119.5617215439636,10727.15160378978,18649628.30052179,49915260.011099,637937.2126032803,7823996042510.113,0.1043671016216766,18647328.71626772,32836030.30829942,68418969.01642787,32831981.47595561,810891,2023-10-06 11:14:47+00:00,164.0,0
92,8109,1117.9754593661364,10008.385719976817,17507506.655406658,43231257.12294833,633749.164385251,7824387789527.706,0.11170387419566942,17505347.899962097,32997879.99482057,70637617.5061446,32993811.20567201,810892,2023-10-06 11:29:57+00:00,910.0,1
93,8109,1120.7463312368973,9849.075331487262,17902997.63234494,42818488.202884465,637021.8752003947,7824387789527.706,0.1137920356496598,17900790.111058585,34046951.872734,78681935.93057093,34042753.72823674,810893,2023-10-06 11:34:27+00:00,270.0,1
94,8109,1116.4913059563448,10400.0435951712,18990997.09921575,53301999.52758724,637921.9109631274,7824387789527.706,0.1073544832518424,18988655.422631383,33431073.425083242,68636128.90465213,33426951.221208386,810894,2023-10-06 11:34:55+00:00,28.0,1
95,8109,1110.0238007152548,10746.36957408797,18860190.037792683,92517452.24487494,631298.056357134,7824387789527.706,0.10329291143975547,18857864.49031577,33215927.067702554,70537199.47790597,33211831.392355118,810895,2023-10-06 11:46:39+00:00,704.0,0
96,8109,1100.6682698236527,9820.57754832747,17562101.378570445,44221055.2386062,628383.120236774,7824584989140.03,0.11207775351369166,17559935.891347438,33609033.022814155,73538777.18276474,33604888.875709005,810896,2023-10-06 11:51:25+00:00,286.0,1
97,8109,1113.066099395733,10837.65735401809,19010296.144711055,52250425.1788928,633141.0874337156,7824584989140.03,0.10270356988016031,19007952.08846633,34326081.00764582,81678665.94183,34321848.445252776,810897,2023-10-06 11:51:52+00:00,27.0,0
98,8109,1120.2172894314958,11066.295741644608,18594599.42140219,50432064.26261711,638482.0536440992,7824584989140.03,0.10122784675054369,18592306.62245997,33621680.20323098,71009579.56678408,33617534.496670775,810898,2023-10-06 11:54:01+00:00,129.0,0
99,8109,1123.0594401282526,11095.425625925072,19240698.380913626,64502636.80742444,639058.7875200395,7824584989140.03,0.10121823875814742,19238325.91502202,34070114.779504254,74235962.91017137,34065913.77891492,810899,2023-10-06 11:54:09+00:00,8.0,0
